No.,Time,Source,Destination,Protocol,Length,Info
392,176.685751,157.240.214.60,10.0.2.15,TLS,142,
393,176.762156,10.0.2.15,157.240.214.60,TLS,152,
394,176.817865,157.240.214.60,10.0.2.15,TLS,165,
395,176.972073,157.240.214.60,10.0.2.15,TLS,131,
396,177.003082,157.240.214.60,10.0.2.15,TLS,149,
397,177.023505,10.0.2.15,157.240.214.60,TLS,150,
398,177.107377,157.240.214.60,10.0.2.15,TLS,150,
399,177.291359,10.0.2.15,157.240.214.60,TLS,126,
400,177.334049,10.0.2.15,157.240.214.60,TLS,162,
401,177.351433,10.0.2.15,157.240.214.60,TLS,147,
402,177.352558,10.0.2.15,157.240.214.60,TLS,149,
403,177.515759,157.240.214.60,10.0.2.15,TLS,151,
404,177.523883,157.240.214.60,10.0.2.15,TLS,149,
405,177.524179,10.0.2.15,157.240.214.60,TLS,150,
406,177.576282,157.240.214.60,10.0.2.15,TLS,151,
407,177.584348,10.0.2.15,157.240.214.60,TLS,150,
408,178.382466,157.240.214.60,10.0.2.15,TLS,319,
409,178.727114,10.0.2.15,157.240.214.60,TLS,150,
410,178.926029,157.240.214.60,10.0.2.15,TLS,131,
411,179.132386,10.0.2.15,157.240.214.60,TLS,162,
412,179.323818,157.240.214.60,10.0.2.15,TLS,149,
413,179.791628,157.240.214.60,10.0.2.15,TLS,303,
414,180.184934,157.240.214.60,10.0.2.15,TLS,131,
415,180.265176,10.0.2.15,157.240.214.60,TLS,150,
416,180.291189,10.0.2.15,157.240.214.60,TLS,124,
417,180.439841,10.0.2.15,157.240.214.60,TLS,162,
418,180.627419,157.240.214.60,10.0.2.15,TLS,149,
419,181.009252,10.0.2.15,157.240.214.60,TLS,124,
420,181.349891,10.0.2.15,157.240.214.60,TLS,124,
421,184.000292,10.0.2.15,157.240.214.60,TLS,254,
422,184.245648,157.240.214.60,10.0.2.15,TLS,165,
423,184.426837,157.240.214.60,10.0.2.15,TLS,149,
424,184.438043,10.0.2.15,157.240.214.60,TLS,147,
425,184.803131,157.240.214.60,10.0.2.15,TLS,150,
426,184.833642,157.240.214.60,10.0.2.15,TLS,177,
427,184.837862,10.0.2.15,157.240.214.60,TLS,149,
428,184.855272,10.0.2.15,157.240.214.60,TLS,152,
429,185.126908,10.0.2.15,157.240.214.60,TLS,124,
430,185.251046,157.240.214.60,10.0.2.15,TLS,351,
431,186.132085,10.0.2.15,157.240.214.60,TLS,150,
432,186.388806,10.0.2.15,157.240.214.60,TLS,162,
433,186.510233,157.240.214.60,10.0.2.15,TLS,151,
434,186.52096,10.0.2.15,157.240.214.60,TLS,150,
435,186.58522,157.240.214.60,10.0.2.15,TLS,149,
436,187.834516,10.0.2.15,157.240.214.60,TLS,124,
437,188.836541,10.0.2.15,157.240.214.60,TLS,124,
438,189.153145,157.240.214.60,10.0.2.15,TLS,193,
439,189.232952,10.0.2.15,157.240.214.60,TLS,152,
440,190.767977,157.240.214.60,10.0.2.15,TLS,131,
441,190.768765,157.240.214.60,10.0.2.15,TLS,153,
442,190.793893,10.0.2.15,157.240.214.60,TLS,152,
443,191.760547,157.240.214.60,10.0.2.15,TLS,192,
444,191.765975,10.0.2.15,157.240.214.60,TLS,151,
445,192.434234,157.240.214.60,10.0.2.15,TLS,319,
446,192.932377,10.0.2.15,157.240.214.60,TLS,150,
447,193.158865,10.0.2.15,157.240.214.60,TLS,162,
448,193.348947,157.240.214.60,10.0.2.15,TLS,149,
449,194.348024,157.240.214.60,10.0.2.15,TLS,153,
450,195.230697,10.0.2.15,157.240.214.60,TLS,124,
451,195.284557,10.0.2.15,157.240.214.60,TLS,286,
452,195.535959,157.240.214.60,10.0.2.15,TLS,165,
453,195.601123,10.0.2.15,157.240.214.60,TLS,152,
454,195.716643,157.240.214.60,10.0.2.15,TLS,149,
455,195.73083,10.0.2.15,157.240.214.60,TLS,147,
456,195.793205,157.240.214.60,10.0.2.15,TLS,150,
457,195.821728,10.0.2.15,157.240.214.60,TLS,149,
458,196.705772,157.240.214.60,10.0.2.15,TLS,177,
459,196.712569,10.0.2.15,157.240.214.60,TLS,152,
460,198.272329,10.0.2.15,157.240.214.60,TLS,350,
461,198.537876,157.240.214.60,10.0.2.15,TLS,165,
